customer_name,customer_id,gender,age,zipcode,city,Tenure in months,phone no.,avg monthly usage,plan type,avg monthly download(GB),payment method,total charge,total refunds,customer status,churn category,churn reason
Holly Reese,17628034,Male,43,31539,Monicamouth,4,+1-761-636-1847x08401,157,Basic,16,Credit Card,137.66,29.42,Stayed,,
Michael Sutton,46876960,Male,42,06157,Lake Brittanyside,67,7194589398,893,Basic,76,Bank Transfer,192.12,27.85,Stayed,,
Jacob Ritter,83165627,Female,47,71033,Josephmouth,34,(852)782-9703x2693,1675,Standard,137,Credit Card,20.54,32.79,Churned,Dissatisfaction,Product dissatisfaction
Michael Wilcox,58073549,Female,28,04124,West Elizabethmouth,57,398.549.1811,766,Premium,110,Bank Transfer,64.63,24.85,Stayed,,
John Jones,45657388,Female,24,09615,North Heatherborough,49,(876)612-6240x43328,940,Basic,121,Bank Transfer,187.0,1.6,Stayed,,
Nicole Bird,75533592,Female,48,69367,Jamiefurt,53,647-293-3919x358,1009,Standard,181,Bank Transfer,187.78,30.62,Stayed,,
Elizabeth Bowen,87709946,Female,61,46880,Justinport,23,972-413-8699,1518,Standard,30,Bank Transfer,149.71,35.81,Stayed,,
Dean Rivera,89825068,Male,27,17488,Port Samanthaview,69,+1-798-550-2159x4330,942,Premium,137,Credit Card,157.84,20.84,Stayed,,
April Glenn,6049450,Female,56,59040,West Jamesland,53,380-806-6862,1511,Standard,26,Bank Transfer,36.47,37.86,Stayed,,
Jennifer Sullivan,68647361,Male,30,71445,Dianefurt,62,6336412178,781,Standard,17,Credit Card,112.5,11.35,Stayed,,
Steven Bennett,25497060,Male,48,35699,East Jeffrey,41,001-546-652-8481x6154,1963,Basic,160,Credit Card,61.68,11.06,Stayed,,
Jeremy Turner,72347733,Female,24,15609,Danielleville,57,269.664.3223x5364,655,Basic,165,Bank Transfer,52.62,8.07,Churned,Competitor,Competitor offered more data
Megan Edwards,93085595,Female,73,91597,Alexanderbury,60,+1-530-944-6021x89110,506,Premium,111,Credit Card,165.85,18.6,Stayed,,
Amanda Cain,85464130,Male,66,71728,Jonestown,54,+1-624-696-7450,664,Premium,27,PayPal,44.31,42.35,Stayed,,
Christopher Black,14501294,Male,59,66192,East Alejandraborough,70,001-342-848-7315x8511,1808,Standard,101,Credit Card,104.36,41.4,Stayed,,
Nicole York,70808763,Male,78,27505,New Nicholasside,57,(484)849-1474x329,747,Basic,22,Credit Card,188.94,19.14,Churned,Attitude,Attitude of service provider
Patrick Wood,51198102,Female,59,95169,Ericachester,10,(385)515-5663x37378,1769,Premium,121,Bank Transfer,53.45,29.46,Churned,Other,Unknown
Christina Moon,16662941,Female,73,53480,Amandaton,40,001-747-662-3821,1568,Premium,34,Bank Transfer,196.04,36.04,Stayed,,
Manuel Middleton,41002513,Female,53,80658,Stacytown,7,001-502-527-2506,723,Premium,30,Credit Card,198.97,12.06,Stayed,,
Shelly Howard,64602515,Female,37,17249,New Jasonmouth,38,(471)742-0520,1320,Standard,148,Bank Transfer,120.01,8.41,Stayed,,
Eric Reed,98889707,Female,21,03040,Thomasfurt,61,(960)342-4146,592,Basic,43,PayPal,50.63,48.6,Stayed,,
Adam Garcia,91184635,Male,71,26811,Wheelerside,3,001-529-967-7000,1637,Premium,165,PayPal,76.9,30.88,Stayed,,
James Evans,34525304,Female,24,56191,Paulahaven,51,2643823124,906,Basic,158,Bank Transfer,96.41,49.07,Stayed,,
Andrea Martinez,31891581,Male,71,64770,Adambury,47,001-268-430-4563x28692,1661,Premium,180,Credit Card,75.68,16.89,Stayed,,
Angel Robertson,53878187,Male,18,74904,Port Mark,68,(453)726-1207,946,Premium,197,PayPal,70.51,35.15,Churned,Competitor,Competitor offered better device
Kimberly Andrews,29748449,Male,61,04334,Rossfort,38,(763)578-7228x551,1512,Basic,170,PayPal,195.0,11.13,Churned,Price,Price too high
Daniel Boyer,29379052,Female,73,82510,Garciaview,36,791-509-1960x86462,327,Basic,134,Credit Card,47.61,13.06,Stayed,,
Jeffery Bolton,98350765,Female,62,73976,Albertfurt,41,968.912.3821x5870,601,Basic,117,Bank Transfer,152.0,25.6,Stayed,,
Glenn Camacho,88966486,Female,59,96989,Wallaceborough,69,745-438-7129x594,1686,Standard,138,PayPal,20.07,15.98,Churned,Competitor,Competitor offered better device
Kevin Ortiz,45741619,Male,64,03030,Manuelborough,13,529.983.8089x2178,160,Premium,50,Credit Card,127.31,8.38,Stayed,,
David Mathews,59358459,Male,76,45759,Theresatown,58,+1-694-572-4406x214,434,Standard,54,Credit Card,184.87,13.14,Stayed,,
Heather Watson,76123094,Male,30,23886,West Paul,50,(444)844-4845x2928,1906,Basic,170,PayPal,71.83,1.79,Stayed,,
Helen Arnold MD,9347766,Male,72,31517,Shannonport,30,652.583.2670,810,Premium,110,Bank Transfer,53.39,35.22,Stayed,,
Tyler Smith,82489973,Male,39,51126,Moraleshaven,62,7805894754,1264,Standard,150,PayPal,137.3,24.61,Stayed,,
Justin Phillips,7347027,Male,71,30058,New Michaelville,25,742-321-6567x716,1563,Premium,159,Credit Card,148.27,4.71,Stayed,,
Miss Sharon Meyer MD,68650247,Female,38,34448,Scottchester,27,658-415-0075x4857,743,Standard,173,PayPal,143.85,8.58,Stayed,,
Luis Vega,50779415,Female,39,15986,Isaiahberg,51,309-337-0330x722,1499,Basic,76,Bank Transfer,77.48,5.13,Stayed,,
Brenda Scott,99065896,Female,45,55064,Lucasville,57,+1-867-927-2568x90331,454,Standard,78,Credit Card,65.4,30.63,Stayed,,
Mark Richard,46397631,Female,26,97219,Port Saraport,47,001-279-356-1651x85761,1408,Premium,21,Bank Transfer,192.07,4.71,Stayed,,
Jennifer Hall,30726695,Male,43,53681,Bradshawmouth,39,+1-911-376-3528x797,1282,Premium,194,PayPal,186.19,37.71,Churned,Other,Moved
Alexandra Williams,24760951,Male,26,04914,New Michael,16,(875)704-2719,71,Premium,161,PayPal,102.32,1.03,Stayed,,
Darius Harrell,70402193,Female,32,15856,Lake Scott,22,825.672.2845,727,Premium,190,Bank Transfer,172.31,12.47,Stayed,,
Mitchell Moore,5380429,Male,27,37463,Port Troyfurt,54,948.535.0576,660,Basic,74,PayPal,101.42,44.53,Stayed,,
Christopher Byrd,26530322,Female,41,02266,Lake Catherinehaven,21,780-327-4798x326,1281,Standard,154,Bank Transfer,96.39,35.93,Stayed,,
Rebecca Scott,89927964,Female,75,33853,Port Cheyenneshire,16,001-835-649-3860x51928,57,Basic,10,PayPal,48.22,3.65,Stayed,,
Stephen Matthews,39445790,Female,74,78344,Villanuevaport,59,+1-910-465-1838,751,Basic,30,Bank Transfer,96.75,41.06,Stayed,,
Sheila Graham,86593402,Male,78,95207,West Eddie,31,(276)870-5390x734,1760,Basic,171,Bank Transfer,116.74,24.65,Stayed,,
David Hernandez,72841218,Female,59,71670,Sotomouth,42,001-928-508-6865x1344,1858,Premium,144,Credit Card,24.05,42.34,Stayed,,
Kevin Rubio,77514135,Female,25,27998,North Aprilview,32,001-834-501-9247x225,578,Premium,103,Credit Card,99.94,30.04,Stayed,,
Jessica Brady,65687000,Female,41,68654,North Charles,59,(464)438-5943x6621,651,Premium,146,Bank Transfer,160.64,34.09,Stayed,,
April Riley,98987219,Male,33,50671,Lake Amber,34,(933)929-7989x022,1726,Standard,26,PayPal,142.41,49.68,Stayed,,
Angie Brady,91379235,Male,66,99927,Port Danielle,9,001-452-690-9654x4622,706,Premium,55,PayPal,134.33,11.62,Stayed,,
Christina Poole,88415589,Female,43,76319,Youngland,11,+1-369-825-3302x567,215,Standard,155,PayPal,183.72,31.2,Stayed,,
Amanda Diaz,93330927,Male,44,65602,Thomasburgh,10,2312816130,898,Premium,180,Bank Transfer,23.25,23.02,Stayed,,
Melissa Randolph,25392768,Male,54,94814,Port Jonathonfort,17,001-584-732-2933x811,545,Premium,108,Bank Transfer,120.27,1.97,Stayed,,
Julia Campbell,60492590,Male,21,30162,Tammyhaven,68,704.916.5275,639,Basic,182,Bank Transfer,161.72,0.72,Stayed,,
Angela Morrison,37693456,Male,67,59338,Jeffreystad,48,840.326.3006,478,Basic,93,Bank Transfer,117.44,5.96,Stayed,,
Samantha Jordan,94981043,Male,41,03867,Jacobberg,52,(677)353-0941x8809,823,Basic,145,Credit Card,78.3,32.45,Stayed,,
Brian Curry,48430217,Male,36,74120,North Michelle,25,800-274-2811,212,Standard,142,Bank Transfer,44.53,28.36,Stayed,,
Ann Knight,92959514,Male,53,86369,Jonesbury,21,824-942-3227x985,415,Standard,187,PayPal,179.76,27.67,Stayed,,
Jesse Ross,48616444,Male,77,76054,East Karen,65,+1-801-746-1413x863,1599,Premium,13,Credit Card,104.74,1.59,Stayed,,
Michael Knapp,70445688,Male,56,95177,New Tonyahaven,63,332.944.4923,1312,Standard,83,PayPal,178.06,23.47,Churned,Competitor,Competitor offered more data
Lynn Marks,8763295,Male,27,18057,West Elizabethshire,51,397.860.0484,121,Premium,56,Bank Transfer,125.45,46.23,Churned,Attitude,Attitude of support person
Kenneth Thompson,51536492,Female,42,47160,North Michael,36,642.726.9182x6206,1518,Standard,134,Credit Card,141.35,19.88,Stayed,,
John Hogan,82021943,Female,35,29358,North Alexander,66,422.771.7857x818,704,Standard,157,Bank Transfer,164.77,31.25,Stayed,,
April Jackson,31046001,Male,36,43271,Timothyport,15,+1-597-304-3497x4746,1895,Standard,17,Credit Card,138.65,38.99,Stayed,,
Rebecca Reeves,7942630,Female,53,86392,Port Andrewfurt,39,001-951-224-7801x0835,1582,Basic,55,PayPal,91.65,39.2,Stayed,,
Melissa Downs,94465289,Female,27,39906,Deanbury,70,485.262.0671,1868,Standard,190,Bank Transfer,112.45,25.96,Stayed,,
Heather Sanchez,84091016,Male,50,66506,Port Michael,1,+1-761-884-5838,318,Basic,38,Bank Transfer,164.55,42.9,Stayed,,
Kristina Martin,48814955,Male,72,84944,New Christinaport,23,+1-241-213-1253x7422,1826,Basic,39,Credit Card,87.26,19.57,Churned,Competitor,Competitor offered better device
Travis Harrison,17959089,Male,67,68384,New Brian,39,687.945.3641x907,464,Standard,135,Credit Card,89.86,44.43,Stayed,,
Brendan Morrison,48091485,Female,22,75642,East Ashleymouth,57,001-486-407-7913x629,1318,Premium,124,Bank Transfer,37.22,12.01,Stayed,,
Mary Washington,25297933,Female,64,98042,Riceberg,34,+1-449-734-4784x31299,1065,Premium,191,Credit Card,184.63,14.01,Stayed,,
Betty Reyes,60381400,Male,66,81535,Joseland,41,573-853-9993x385,724,Premium,74,Bank Transfer,36.39,2.66,Stayed,,
Jennifer Santiago,17959946,Male,52,07972,New Amber,13,(322)489-9697,1133,Standard,180,Credit Card,136.68,39.78,Churned,Dissatisfaction,Service dissatisfaction
Julie Morris,79247596,Male,61,72431,Hooperburgh,70,+1-364-881-4299x818,55,Premium,196,PayPal,94.38,20.85,Churned,Other,Unknown
Scott Giles,11675722,Female,51,46270,Dudleystad,6,318-322-5973x8878,1782,Basic,151,Credit Card,93.01,11.46,Churned,Competitor,Competitor had better coverage
Chelsea Holt,62555979,Female,50,22282,Christianshire,52,765.481.0366x165,1031,Premium,71,PayPal,142.32,11.59,Stayed,,
Larry Elliott,553043,Female,72,97366,Katherineton,3,001-589-464-4506x9754,619,Standard,107,Credit Card,32.08,45.07,Stayed,,
Virginia Baldwin,86228236,Female,38,39035,Pageview,63,466.619.5391,1890,Premium,77,Credit Card,126.87,41.7,Stayed,,
Angel Douglas,67238310,Male,34,18047,Kyleport,49,+1-238-614-9432x92886,456,Basic,120,Bank Transfer,158.97,27.68,Stayed,,
Ronald Black,11743115,Male,39,16845,Peterston,47,001-532-804-9180x768,1290,Standard,137,Credit Card,169.08,30.81,Stayed,,
Andrew Odom,54908601,Male,65,62915,Lake Terri,55,001-257-956-2626x6649,75,Premium,71,Credit Card,50.7,23.72,Stayed,,
Karen Conner,59805589,Male,54,61762,West Jason,64,607.351.5401x118,1888,Standard,143,PayPal,181.54,19.58,Stayed,,
Sheila Mercer,87929237,Female,32,54202,Fieldsville,65,8895687954,1078,Standard,125,Credit Card,138.11,45.77,Stayed,,
Miss Tara Pearson MD,79383506,Female,52,47563,Gonzalezmouth,67,(490)212-5326x14880,1035,Standard,98,Bank Transfer,178.73,6.28,Stayed,,
Deanna Schwartz,73825232,Male,45,75891,Youngchester,15,275.628.9314x29242,1605,Premium,133,PayPal,107.35,20.92,Stayed,,
Veronica Savage,39310087,Male,24,90076,Masseyborough,32,001-360-892-3412,439,Standard,95,Bank Transfer,117.57,17.23,Stayed,,
Michele Brown,55900362,Female,49,09515,Davidfort,68,001-768-208-9627x2593,759,Premium,96,Bank Transfer,185.43,24.91,Stayed,,
Tiffany Chen,31857463,Male,28,05913,Leslieview,18,893.551.5733x9629,620,Basic,67,Bank Transfer,181.98,22.88,Stayed,,
Barbara Hubbard,93319739,Female,27,94491,Thomasshire,43,339-271-9681x4356,1521,Premium,33,Bank Transfer,100.67,25.94,Stayed,,
Jonathan Swanson,48860491,Male,26,79881,Taylorland,35,001-984-218-0523x32575,803,Basic,16,PayPal,69.39,7.0,Stayed,,
Karen Coleman,25096712,Male,31,66927,Hufffort,58,001-346-571-9433x77105,195,Premium,81,Credit Card,90.77,25.66,Churned,Other,Deceased
Alex James,3234216,Male,30,29994,New Tonytown,33,+1-360-904-3720x16286,1461,Standard,45,Bank Transfer,89.8,12.12,Stayed,,
Jordan Hernandez,79846719,Male,78,24412,Jacquelinechester,14,(818)410-8732,834,Premium,134,PayPal,71.64,9.22,Stayed,,
David Contreras,3695488,Male,74,90080,South Christopher,34,(761)287-8121,1322,Standard,41,Bank Transfer,68.34,3.24,Stayed,,
Kevin Lindsey,98126200,Male,79,23111,Port John,61,(934)736-8596,575,Basic,177,Credit Card,174.99,38.13,Churned,Attitude,Attitude of service provider
Luis Juarez,67705986,Male,42,52654,Port Kathryn,4,001-680-518-3433x681,1535,Premium,180,PayPal,32.58,21.37,Stayed,,
Gabriella Potter,68938206,Female,19,08814,Lorimouth,59,(972)828-2770x54687,62,Standard,28,PayPal,141.97,31.33,Stayed,,
Andrea Robinson,35482100,Female,52,60150,Adrianside,29,001-737-902-5041x1909,952,Basic,103,Credit Card,51.11,36.38,Stayed,,
Mrs. Kendra Sims,36796929,Female,24,03650,East Amyland,6,+1-540-866-8053x563,433,Basic,154,PayPal,82.01,33.97,Stayed,,
Catherine Hamilton,89614478,Female,38,52423,Andreashire,49,(480)605-2902,605,Premium,104,Credit Card,31.08,23.53,Stayed,,
Dana Romero,59949681,Female,35,40012,Andersonton,40,(265)714-8157x265,936,Basic,143,PayPal,68.6,19.39,Stayed,,
Bradley Williamson,98179440,Male,20,14271,South Melissa,65,363-633-8132x173,1472,Standard,62,PayPal,158.32,18.8,Churned,Dissatisfaction,Network reliability
Mrs. Jennifer Cabrera,61060650,Male,59,35606,Davidland,69,(242)473-2723x9972,68,Basic,178,Credit Card,179.3,32.0,Churned,Price,Price too high
Anthony Frank,93563212,Female,71,38839,North Aliciafort,27,(340)588-2901x58910,624,Basic,33,Credit Card,59.87,24.74,Stayed,,
Ashley Shepard,14385084,Male,78,93508,Garretthaven,6,673-956-9374,1564,Standard,167,PayPal,103.44,42.46,Stayed,,
Brandy Adams,82045686,Female,56,57219,Burtonstad,13,859.224.7334,800,Basic,147,PayPal,104.66,43.74,Stayed,,
Jacob Williams,75346910,Female,58,20022,West Timothyton,64,(697)443-5752,1053,Basic,64,Credit Card,177.24,8.53,Churned,Competitor,Competitor offered better device
David Kelley,90848099,Male,66,36811,New James,62,(507)878-0466x4275,468,Basic,99,Credit Card,157.3,6.81,Stayed,,
Edward Lynch,45209563,Male,28,70460,East Ambermouth,19,910.836.9850,1410,Basic,46,PayPal,112.35,31.52,Churned,Attitude,Attitude of support person
Lisa Guzman,44307911,Male,56,79281,Robinsonberg,43,642-313-8002x24286,468,Standard,47,PayPal,140.73,15.06,Stayed,,
Connie Wood,21971643,Female,41,57483,North Oscar,20,544-747-3588x58439,1988,Basic,78,PayPal,172.52,0.93,Stayed,,
Katelyn Martinez,42454294,Male,77,82942,Halestad,68,001-259-575-7888x865,1989,Standard,181,Credit Card,21.72,44.43,Churned,Other,Deceased
Rebecca Crawford,74634660,Female,63,46368,Kevinport,44,(979)943-0876,1685,Basic,196,PayPal,92.52,11.35,Stayed,,
Alexander Watkins,50901405,Female,36,38342,Port Gerald,23,001-355-587-0597x22133,1748,Basic,164,Bank Transfer,183.3,46.46,Stayed,,
Johnathan Ingram,69214099,Female,21,59985,Curtishaven,2,229-629-7005x35340,171,Basic,68,Credit Card,153.26,35.87,Stayed,,
Amanda Thomas,47284960,Male,43,53235,Port Michellechester,22,+1-723-589-9180,481,Basic,6,PayPal,117.71,38.13,Stayed,,
Tiffany Hernandez,19141423,Male,55,28702,Hayesberg,57,752-878-5085,93,Standard,156,Credit Card,115.34,10.07,Stayed,,
Lisa Porter,5246995,Female,59,96100,South Nathanmouth,7,001-667-598-2286x2764,1945,Standard,70,Bank Transfer,82.6,11.71,Stayed,,
Michael Baldwin,34650032,Male,49,66693,East David,56,973.454.2145x2104,1993,Standard,170,Credit Card,113.69,26.06,Stayed,,
Miguel Miller,21791941,Male,56,10108,New Holly,67,9478737051,1390,Premium,35,PayPal,137.97,8.6,Churned,Other,Moved
Karl Smith,83768500,Male,62,68035,Kennethburgh,16,001-370-549-8452x88400,430,Basic,119,Bank Transfer,95.31,15.27,Churned,Attitude,Attitude of service provider
Dylan Soto,6425669,Female,63,08714,South Sarahmouth,51,(828)968-5771x16254,194,Basic,30,Bank Transfer,148.55,16.07,Stayed,,
Tammy Brown,45205345,Female,53,41571,Micheleview,12,+1-897-698-3126x96546,1400,Standard,33,PayPal,175.02,7.98,Stayed,,
Joshua Osborne,50890643,Male,57,45995,Nicholasburgh,53,001-726-952-5962x065,412,Premium,199,PayPal,47.84,10.26,Stayed,,
Todd Gardner,57650854,Female,54,23194,New Garyfurt,5,399-516-0890x90439,1123,Basic,82,PayPal,101.28,39.43,Stayed,,
Jason Choi,62155523,Male,50,32696,Port Kimberly,27,(613)986-6708x70783,1138,Standard,29,Credit Card,93.44,8.36,Stayed,,
Andrew Mendoza,53764961,Male,53,68372,Cliffordmouth,12,+1-370-501-9172x800,404,Basic,52,Credit Card,143.74,1.42,Churned,Competitor,Competitor offered better device
Katie Sanders,75798744,Male,20,98824,East Rita,17,943-773-1102,849,Basic,69,Credit Card,64.98,31.47,Churned,Price,Price too high
Chelsea Williams,44789526,Male,26,84512,Kingmouth,6,+1-372-478-5066x543,1237,Standard,185,PayPal,135.25,48.8,Stayed,,
David Smith,77142562,Female,25,95507,South Robert,5,001-773-407-9324x1824,1214,Standard,71,PayPal,177.95,16.56,Stayed,,
Natalie Thompson,39488949,Female,50,80562,Perezchester,57,+1-730-676-4584x50793,875,Basic,94,Credit Card,95.26,5.93,Stayed,,
Alison Whitaker,46761958,Female,76,74579,Andreschester,28,(963)377-0720x6746,1201,Basic,150,Bank Transfer,183.98,28.52,Stayed,,
Samuel Kelly,95279978,Male,23,07031,Woodardborough,69,504-506-3422,447,Standard,141,Credit Card,198.77,45.32,Stayed,,
Charles Weaver,92835990,Male,58,76490,Williamfurt,59,766.470.5873,929,Basic,42,Bank Transfer,39.1,39.2,Stayed,,
Kyle Singleton,99096700,Male,56,30385,Atkinsonburgh,33,(338)863-9385,512,Basic,91,PayPal,61.95,31.13,Stayed,,
Autumn Diaz,368497,Female,21,68897,Kellystad,62,691.200.2786x667,1824,Standard,153,PayPal,191.07,15.75,Stayed,,
Allison Johnson,60956852,Male,30,35616,Josephville,50,925-385-5212,1909,Basic,69,Credit Card,192.5,27.09,Churned,Competitor,Competitor offered more data
Daniel Cochran,87874163,Female,66,74528,Brucemouth,19,(598)718-8316x9608,857,Basic,153,Credit Card,37.59,4.56,Stayed,,
Eric Johnson,73536177,Female,77,54628,Mclaughlinfort,69,+1-726-408-9579x596,236,Premium,31,PayPal,22.7,33.95,Stayed,,
Kellie Garcia,23674083,Female,19,09770,Lake Jamie,66,513.211.4465x89201,1793,Standard,110,Credit Card,49.0,36.25,Stayed,,
Andrea James MD,2782492,Female,77,11524,Schwartzchester,47,001-741-262-0714x578,781,Premium,127,PayPal,199.28,48.25,Churned,Dissatisfaction,Product dissatisfaction
Jesus Bryant,36607290,Female,22,38382,South Danielle,39,+1-756-800-4497x07417,1985,Premium,48,PayPal,52.4,13.02,Stayed,,
Lori Mills,99490735,Female,61,22819,Lake Brian,68,001-267-600-8534x11756,1263,Premium,104,Bank Transfer,110.46,0.92,Stayed,,
Dustin Moore,36762433,Male,44,37021,Reedmouth,33,(593)910-6937,1461,Basic,32,Credit Card,172.72,27.28,Churned,Competitor,Competitor had better coverage
Kenneth White,89909204,Male,49,65673,Cynthiaview,13,(590)295-5164,478,Basic,177,PayPal,23.67,35.34,Stayed,,
David Rubio,66747303,Female,38,72647,New Barbara,54,+1-583-646-4664x3822,907,Premium,21,Credit Card,128.81,39.52,Stayed,,
Holly Galvan,98155263,Female,25,21263,Oconnorberg,7,388-596-3036,1357,Premium,131,Bank Transfer,69.86,9.69,Stayed,,
Jonathan Patterson,20935933,Male,55,38509,Port Tylerside,14,+1-601-745-1195x0017,1937,Premium,127,Bank Transfer,175.22,13.09,Churned,Dissatisfaction,Product dissatisfaction
Andrew James,38896096,Female,25,77601,Cortezfort,19,+1-919-958-4056,286,Basic,172,Credit Card,71.02,25.63,Stayed,,
Connie Clark,26477841,Female,67,50174,Andrewtown,54,(351)436-3327x869,1267,Premium,135,Credit Card,143.62,16.53,Churned,Other,Moved
Patrick Perry,11172126,Male,20,06935,Port Amberfurt,20,732-384-6081,1360,Premium,80,PayPal,141.36,43.03,Stayed,,
Jillian Harris,68710633,Female,71,40060,North Calvin,29,964-593-5420,820,Standard,198,Bank Transfer,59.87,23.69,Stayed,,
Diane Torres,86046449,Female,61,52836,New Stephanie,24,+1-427-873-6347x5184,807,Standard,50,Bank Transfer,26.26,39.98,Stayed,,
Megan Brown,34353589,Female,78,19435,Brewerburgh,63,631-555-7195,185,Basic,162,Bank Transfer,93.66,29.03,Stayed,,
Claudia Pitts,3090444,Male,75,40285,Port Robertoside,57,7143655219,841,Standard,73,Credit Card,72.05,38.65,Stayed,,
Jean Williams,54871628,Male,20,76145,East Jesse,8,285-412-3755x157,1856,Standard,141,PayPal,165.62,16.63,Stayed,,
Crystal Cohen,55835707,Male,39,02750,Allenview,62,7269238996,220,Standard,89,Credit Card,164.07,41.57,Stayed,,
Megan Tran,49567032,Female,23,97355,East Thomas,29,765.929.5404,208,Basic,15,Credit Card,102.26,13.73,Stayed,,
Brandon Kim,72427977,Female,19,56227,South Christine,17,+1-216-220-1906,250,Standard,73,Credit Card,129.17,27.3,Churned,Dissatisfaction,Network reliability
Kevin Steele,67465620,Male,40,11567,East Jodi,66,908.586.9192x3681,1560,Basic,103,PayPal,128.77,10.7,Stayed,,
